date,sku_code,product_name,category,quantity_sold
2024-10-22,LAYCLA0018,Lays Classic Salted 26g,snacks,119
2024-10-23,LAYCLA0018,Lays Classic Salted 26g,snacks,71
2024-10-24,LAYCLA0018,Lays Classic Salted 26g,snacks,44
2024-10-25,LAYCLA0018,Lays Classic Salted 26g,snacks,99
2024-10-26,LAYCLA0018,Lays Classic Salted 26g,snacks,36
2024-10-27,LAYCLA0018,Lays Classic Salted 26g,snacks,30
2024-10-28,LAYCLA0018,Lays Classic Salted 26g,snacks,42
2024-10-29,LAYCLA0018,Lays Classic Salted 26g,snacks,25
2024-10-30,LAYCLA0018,Lays Classic Salted 26g,snacks,101
2024-10-31,LAYCLA0018,Lays Classic Salted 26g,snacks,93
2024-11-01,LAYCLA0018,Lays Classic Salted 26g,snacks,22
2024-11-02,LAYCLA0018,Lays Classic Salted 26g,snacks,140
2024-11-03,LAYCLA0018,Lays Classic Salted 26g,snacks,130
2024-11-04,LAYCLA0018,Lays Classic Salted 26g,snacks,66
2024-11-05,LAYCLA0018,Lays Classic Salted 26g,snacks,30
2024-11-06,LAYCLA0018,Lays Classic Salted 26g,snacks,31
2024-11-07,LAYCLA0018,Lays Classic Salted 26g,snacks,94
2024-11-08,LAYCLA0018,Lays Classic Salted 26g,snacks,42
2024-11-09,LAYCLA0018,Lays Classic Salted 26g,snacks,25
2024-11-10,LAYCLA0018,Lays Classic Salted 26g,snacks,35
2024-11-11,LAYCLA0018,Lays Classic Salted 26g,snacks,7
2024-11-12,LAYCLA0018,Lays Classic Salted 26g,snacks,17
2024-11-13,LAYCLA0018,Lays Classic Salted 26g,snacks,28
2024-11-14,LAYCLA0018,Lays Classic Salted 26g,snacks,16
2024-11-15,LAYCLA0018,Lays Classic Salted 26g,snacks,60
2024-11-16,LAYCLA0018,Lays Classic Salted 26g,snacks,68
2024-11-17,LAYCLA0018,Lays Classic Salted 26g,snacks,5
2024-11-18,LAYCLA0018,Lays Classic Salted 26g,snacks,5
2024-11-19,LAYCLA0018,Lays Classic Salted 26g,snacks,26
2024-11-20,LAYCLA0018,Lays Classic Salted 26g,snacks,45
2024-11-21,LAYCLA0018,Lays Classic Salted 26g,snacks,48
2024-11-22,LAYCLA0018,Lays Classic Salted 26g,snacks,9
2024-11-23,LAYCLA0018,Lays Classic Salted 26g,snacks,28
2024-11-24,LAYCLA0018,Lays Classic Salted 26g,snacks,15
2024-11-25,LAYCLA0018,Lays Classic Salted 26g,snacks,31
2024-11-26,LAYCLA0018,Lays Classic Salted 26g,snacks,3
2024-11-27,LAYCLA0018,Lays Classic Salted 26g,snacks,105
2024-11-28,LAYCLA0018,Lays Classic Salted 26g,snacks,20
2024-11-29,LAYCLA0018,Lays Classic Salted 26g,snacks,6
2024-11-30,LAYCLA0018,Lays Classic Salted 26g,snacks,1
2024-12-01,LAYCLA0018,Lays Classic Salted 26g,snacks,42
2024-12-02,LAYCLA0018,Lays Classic Salted 26g,snacks,6
2024-12-03,LAYCLA0018,Lays Classic Salted 26g,snacks,24
2024-12-04,LAYCLA0018,Lays Classic Salted 26g,snacks,47
2024-12-05,LAYCLA0018,Lays Classic Salted 26g,snacks,43
2024-12-06,LAYCLA0018,Lays Classic Salted 26g,snacks,27
2024-12-07,LAYCLA0018,Lays Classic Salted 26g,snacks,64
2024-12-08,LAYCLA0018,Lays Classic Salted 26g,snacks,63
2024-12-09,LAYCLA0018,Lays Classic Salted 26g,snacks,48
2024-12-10,LAYCLA0018,Lays Classic Salted 26g,snacks,16
2024-12-11,LAYCLA0018,Lays Classic Salted 26g,snacks,17
2024-12-12,LAYCLA0018,Lays Classic Salted 26g,snacks,35
2024-12-13,LAYCLA0018,Lays Classic Salted 26g,snacks,13
2024-12-14,LAYCLA0018,Lays Classic Salted 26g,snacks,49
2024-12-15,LAYCLA0018,Lays Classic Salted 26g,snacks,55
2024-12-16,LAYCLA0018,Lays Classic Salted 26g,snacks,60
2024-12-17,LAYCLA0018,Lays Classic Salted 26g,snacks,55
2024-12-18,LAYCLA0018,Lays Classic Salted 26g,snacks,43
2024-12-19,LAYCLA0018,Lays Classic Salted 26g,snacks,14
2024-12-20,LAYCLA0018,Lays Classic Salted 26g,snacks,40
2024-12-21,LAYCLA0018,Lays Classic Salted 26g,snacks,28
2024-12-22,LAYCLA0018,Lays Classic Salted 26g,snacks,28
2024-12-23,LAYCLA0018,Lays Classic Salted 26g,snacks,80
2024-12-24,LAYCLA0018,Lays Classic Salted 26g,snacks,14
2024-12-25,LAYCLA0018,Lays Classic Salted 26g,snacks,30
2024-12-26,LAYCLA0018,Lays Classic Salted 26g,snacks,31
2024-12-27,LAYCLA0018,Lays Classic Salted 26g,snacks,43
2024-12-28,LAYCLA0018,Lays Classic Salted 26g,snacks,33
2024-12-29,LAYCLA0018,Lays Classic Salted 26g,snacks,25
2024-12-30,LAYCLA0018,Lays Classic Salted 26g,snacks,17
2024-12-31,LAYCLA0018,Lays Classic Salted 26g,snacks,28
2025-01-01,LAYCLA0018,Lays Classic Salted 26g,snacks,48
2025-01-02,LAYCLA0018,Lays Classic Salted 26g,snacks,96
2025-01-03,LAYCLA0018,Lays Classic Salted 26g,snacks,137
2025-01-04,LAYCLA0018,Lays Classic Salted 26g,snacks,51
2025-01-05,LAYCLA0018,Lays Classic Salted 26g,snacks,44
2025-01-06,LAYCLA0018,Lays Classic Salted 26g,snacks,61
2025-01-07,LAYCLA0018,Lays Classic Salted 26g,snacks,11
2025-01-08,LAYCLA0018,Lays Classic Salted 26g,snacks,9
2025-01-09,LAYCLA0018,Lays Classic Salted 26g,snacks,17
2025-01-10,LAYCLA0018,Lays Classic Salted 26g,snacks,55
2025-01-11,LAYCLA0018,Lays Classic Salted 26g,snacks,20
2025-01-12,LAYCLA0018,Lays Classic Salted 26g,snacks,43
2025-01-13,LAYCLA0018,Lays Classic Salted 26g,snacks,18
2025-01-14,LAYCLA0018,Lays Classic Salted 26g,snacks,100
2025-01-15,LAYCLA0018,Lays Classic Salted 26g,snacks,37
2025-01-16,LAYCLA0018,Lays Classic Salted 26g,snacks,36
2025-01-17,LAYCLA0018,Lays Classic Salted 26g,snacks,30
2025-01-18,LAYCLA0018,Lays Classic Salted 26g,snacks,16
2025-01-19,LAYCLA0018,Lays Classic Salted 26g,snacks,60
2025-01-20,LAYCLA0018,Lays Classic Salted 26g,snacks,96
2025-01-21,LAYCLA0018,Lays Classic Salted 26g,snacks,27
2025-01-22,LAYCLA0018,Lays Classic Salted 26g,snacks,18
2025-01-23,LAYCLA0018,Lays Classic Salted 26g,snacks,16
2025-01-24,LAYCLA0018,Lays Classic Salted 26g,snacks,54
2025-01-25,LAYCLA0018,Lays Classic Salted 26g,snacks,65
2025-01-26,LAYCLA0018,Lays Classic Salted 26g,snacks,23
2025-01-27,LAYCLA0018,Lays Classic Salted 26g,snacks,51
2025-01-28,LAYCLA0018,Lays Classic Salted 26g,snacks,22
2025-01-29,LAYCLA0018,Lays Classic Salted 26g,snacks,71
2025-01-30,LAYCLA0018,Lays Classic Salted 26g,snacks,46
2025-01-31,LAYCLA0018,Lays Classic Salted 26g,snacks,102
2025-02-01,LAYCLA0018,Lays Classic Salted 26g,snacks,49
2025-02-02,LAYCLA0018,Lays Classic Salted 26g,snacks,37
2025-02-03,LAYCLA0018,Lays Classic Salted 26g,snacks,40
2025-02-04,LAYCLA0018,Lays Classic Salted 26g,snacks,17
2025-02-05,LAYCLA0018,Lays Classic Salted 26g,snacks,50
2025-02-06,LAYCLA0018,Lays Classic Salted 26g,snacks,26
2025-02-07,LAYCLA0018,Lays Classic Salted 26g,snacks,11
2025-02-08,LAYCLA0018,Lays Classic Salted 26g,snacks,40
2025-02-09,LAYCLA0018,Lays Classic Salted 26g,snacks,18
2025-02-10,LAYCLA0018,Lays Classic Salted 26g,snacks,38
2025-02-11,LAYCLA0018,Lays Classic Salted 26g,snacks,14
2025-02-12,LAYCLA0018,Lays Classic Salted 26g,snacks,56
2025-02-13,LAYCLA0018,Lays Classic Salted 26g,snacks,7
2025-02-14,LAYCLA0018,Lays Classic Salted 26g,snacks,16
2025-02-15,LAYCLA0018,Lays Classic Salted 26g,snacks,50
2025-02-16,LAYCLA0018,Lays Classic Salted 26g,snacks,47
2025-02-17,LAYCLA0018,Lays Classic Salted 26g,snacks,13
2025-02-18,LAYCLA0018,Lays Classic Salted 26g,snacks,26
2025-02-19,LAYCLA0018,Lays Classic Salted 26g,snacks,13
2025-02-20,LAYCLA0018,Lays Classic Salted 26g,snacks,60
2025-02-21,LAYCLA0018,Lays Classic Salted 26g,snacks,21
2025-02-22,LAYCLA0018,Lays Classic Salted 26g,snacks,21
2025-02-23,LAYCLA0018,Lays Classic Salted 26g,snacks,21
2025-02-24,LAYCLA0018,Lays Classic Salted 26g,snacks,85
2025-02-25,LAYCLA0018,Lays Classic Salted 26g,snacks,53
2025-02-26,LAYCLA0018,Lays Classic Salted 26g,snacks,16
2025-02-27,LAYCLA0018,Lays Classic Salted 26g,snacks,5
2025-02-28,LAYCLA0018,Lays Classic Salted 26g,snacks,42
2025-03-01,LAYCLA0018,Lays Classic Salted 26g,snacks,20
2025-03-02,LAYCLA0018,Lays Classic Salted 26g,snacks,83
2025-03-03,LAYCLA0018,Lays Classic Salted 26g,snacks,20
2025-03-04,LAYCLA0018,Lays Classic Salted 26g,snacks,24
2025-03-05,LAYCLA0018,Lays Classic Salted 26g,snacks,50
2025-03-06,LAYCLA0018,Lays Classic Salted 26g,snacks,25
2025-03-07,LAYCLA0018,Lays Classic Salted 26g,snacks,2
2025-03-08,LAYCLA0018,Lays Classic Salted 26g,snacks,17
2025-03-09,LAYCLA0018,Lays Classic Salted 26g,snacks,65
2025-03-10,LAYCLA0018,Lays Classic Salted 26g,snacks,103
2025-03-11,LAYCLA0018,Lays Classic Salted 26g,snacks,30
2025-03-12,LAYCLA0018,Lays Classic Salted 26g,snacks,54
2025-03-13,LAYCLA0018,Lays Classic Salted 26g,snacks,41
2025-03-14,LAYCLA0018,Lays Classic Salted 26g,snacks,21
2025-03-15,LAYCLA0018,Lays Classic Salted 26g,snacks,79
2025-03-16,LAYCLA0018,Lays Classic Salted 26g,snacks,18
2025-03-17,LAYCLA0018,Lays Classic Salted 26g,snacks,17
2025-03-18,LAYCLA0018,Lays Classic Salted 26g,snacks,60
2025-03-19,LAYCLA0018,Lays Classic Salted 26g,snacks,46
2025-03-20,LAYCLA0018,Lays Classic Salted 26g,snacks,54
2025-03-21,LAYCLA0018,Lays Classic Salted 26g,snacks,68
2025-03-22,LAYCLA0018,Lays Classic Salted 26g,snacks,79
2025-03-23,LAYCLA0018,Lays Classic Salted 26g,snacks,145
2025-03-24,LAYCLA0018,Lays Classic Salted 26g,snacks,81
2025-03-25,LAYCLA0018,Lays Classic Salted 26g,snacks,30
2025-03-26,LAYCLA0018,Lays Classic Salted 26g,snacks,114
2025-03-27,LAYCLA0018,Lays Classic Salted 26g,snacks,32
2025-03-28,LAYCLA0018,Lays Classic Salted 26g,snacks,29
2025-03-29,LAYCLA0018,Lays Classic Salted 26g,snacks,28
2025-03-30,LAYCLA0018,Lays Classic Salted 26g,snacks,151
2025-03-31,LAYCLA0018,Lays Classic Salted 26g,snacks,76
2025-04-01,LAYCLA0018,Lays Classic Salted 26g,snacks,68
2025-04-02,LAYCLA0018,Lays Classic Salted 26g,snacks,164
2025-04-03,LAYCLA0018,Lays Classic Salted 26g,snacks,34
2025-04-04,LAYCLA0018,Lays Classic Salted 26g,snacks,57
2025-04-05,LAYCLA0018,Lays Classic Salted 26g,snacks,125
2025-04-06,LAYCLA0018,Lays Classic Salted 26g,snacks,80
2025-04-07,LAYCLA0018,Lays Classic Salted 26g,snacks,67
2025-04-08,LAYCLA0018,Lays Classic Salted 26g,snacks,36
2025-04-09,LAYCLA0018,Lays Classic Salted 26g,snacks,78
2025-04-10,LAYCLA0018,Lays Classic Salted 26g,snacks,91
2025-04-11,LAYCLA0018,Lays Classic Salted 26g,snacks,14
2025-04-12,LAYCLA0018,Lays Classic Salted 26g,snacks,45
2025-04-13,LAYCLA0018,Lays Classic Salted 26g,snacks,54
2025-04-14,LAYCLA0018,Lays Classic Salted 26g,snacks,27
2025-04-15,LAYCLA0018,Lays Classic Salted 26g,snacks,28
2025-04-16,LAYCLA0018,Lays Classic Salted 26g,snacks,25
2025-04-17,LAYCLA0018,Lays Classic Salted 26g,snacks,13
2025-04-18,LAYCLA0018,Lays Classic Salted 26g,snacks,22
2025-04-19,LAYCLA0018,Lays Classic Salted 26g,snacks,23
2025-04-20,LAYCLA0018,Lays Classic Salted 26g,snacks,43
2025-04-21,LAYCLA0018,Lays Classic Salted 26g,snacks,16
2025-04-22,LAYCLA0018,Lays Classic Salted 26g,snacks,61
2025-04-23,LAYCLA0018,Lays Classic Salted 26g,snacks,23
2025-04-24,LAYCLA0018,Lays Classic Salted 26g,snacks,32
2025-04-25,LAYCLA0018,Lays Classic Salted 26g,snacks,9
2025-04-26,LAYCLA0018,Lays Classic Salted 26g,snacks,115
2025-04-27,LAYCLA0018,Lays Classic Salted 26g,snacks,18
2025-04-28,LAYCLA0018,Lays Classic Salted 26g,snacks,65
2025-04-29,LAYCLA0018,Lays Classic Salted 26g,snacks,37
2025-04-30,LAYCLA0018,Lays Classic Salted 26g,snacks,30
2025-05-01,LAYCLA0018,Lays Classic Salted 26g,snacks,9
2025-05-02,LAYCLA0018,Lays Classic Salted 26g,snacks,97
2025-05-03,LAYCLA0018,Lays Classic Salted 26g,snacks,20
2025-05-04,LAYCLA0018,Lays Classic Salted 26g,snacks,25
2025-05-05,LAYCLA0018,Lays Classic Salted 26g,snacks,40
2025-05-06,LAYCLA0018,Lays Classic Salted 26g,snacks,24
2025-05-07,LAYCLA0018,Lays Classic Salted 26g,snacks,87
2025-05-08,LAYCLA0018,Lays Classic Salted 26g,snacks,21
2025-05-09,LAYCLA0018,Lays Classic Salted 26g,snacks,5
2025-05-10,LAYCLA0018,Lays Classic Salted 26g,snacks,59
2025-05-11,LAYCLA0018,Lays Classic Salted 26g,snacks,25
2025-05-12,LAYCLA0018,Lays Classic Salted 26g,snacks,49
2025-05-13,LAYCLA0018,Lays Classic Salted 26g,snacks,11
2025-05-14,LAYCLA0018,Lays Classic Salted 26g,snacks,32
2025-05-15,LAYCLA0018,Lays Classic Salted 26g,snacks,57
2025-05-16,LAYCLA0018,Lays Classic Salted 26g,snacks,15
2025-05-17,LAYCLA0018,Lays Classic Salted 26g,snacks,68
2025-05-18,LAYCLA0018,Lays Classic Salted 26g,snacks,18
2025-05-19,LAYCLA0018,Lays Classic Salted 26g,snacks,20
2025-05-20,LAYCLA0018,Lays Classic Salted 26g,snacks,23
2025-05-21,LAYCLA0018,Lays Classic Salted 26g,snacks,50
2025-05-22,LAYCLA0018,Lays Classic Salted 26g,snacks,52
2025-05-23,LAYCLA0018,Lays Classic Salted 26g,snacks,70
2025-05-24,LAYCLA0018,Lays Classic Salted 26g,snacks,22
2025-05-25,LAYCLA0018,Lays Classic Salted 26g,snacks,24
2025-05-26,LAYCLA0018,Lays Classic Salted 26g,snacks,37
2025-05-27,LAYCLA0018,Lays Classic Salted 26g,snacks,33
2025-05-28,LAYCLA0018,Lays Classic Salted 26g,snacks,49
2025-05-29,LAYCLA0018,Lays Classic Salted 26g,snacks,38
2025-05-30,LAYCLA0018,Lays Classic Salted 26g,snacks,13
2025-05-31,LAYCLA0018,Lays Classic Salted 26g,snacks,26
2025-06-01,LAYCLA0018,Lays Classic Salted 26g,snacks,48
2025-06-02,LAYCLA0018,Lays Classic Salted 26g,snacks,80
2025-06-03,LAYCLA0018,Lays Classic Salted 26g,snacks,47
2025-06-04,LAYCLA0018,Lays Classic Salted 26g,snacks,39
2025-06-05,LAYCLA0018,Lays Classic Salted 26g,snacks,46
2025-06-06,LAYCLA0018,Lays Classic Salted 26g,snacks,33
2025-06-07,LAYCLA0018,Lays Classic Salted 26g,snacks,103
2025-06-08,LAYCLA0018,Lays Classic Salted 26g,snacks,47
2025-06-09,LAYCLA0018,Lays Classic Salted 26g,snacks,53
2025-06-10,LAYCLA0018,Lays Classic Salted 26g,snacks,31
2025-06-11,LAYCLA0018,Lays Classic Salted 26g,snacks,67
2025-06-12,LAYCLA0018,Lays Classic Salted 26g,snacks,7
2025-06-13,LAYCLA0018,Lays Classic Salted 26g,snacks,46
2025-06-14,LAYCLA0018,Lays Classic Salted 26g,snacks,6
2025-06-15,LAYCLA0018,Lays Classic Salted 26g,snacks,76
2025-06-16,LAYCLA0018,Lays Classic Salted 26g,snacks,41
2025-06-17,LAYCLA0018,Lays Classic Salted 26g,snacks,17
2025-06-18,LAYCLA0018,Lays Classic Salted 26g,snacks,18
2025-06-19,LAYCLA0018,Lays Classic Salted 26g,snacks,38
2025-06-20,LAYCLA0018,Lays Classic Salted 26g,snacks,28
2025-06-21,LAYCLA0018,Lays Classic Salted 26g,snacks,93
2025-06-22,LAYCLA0018,Lays Classic Salted 26g,snacks,55
2025-06-23,LAYCLA0018,Lays Classic Salted 26g,snacks,58
2025-06-24,LAYCLA0018,Lays Classic Salted 26g,snacks,3
2025-06-25,LAYCLA0018,Lays Classic Salted 26g,snacks,72
2025-06-26,LAYCLA0018,Lays Classic Salted 26g,snacks,22
2025-06-27,LAYCLA0018,Lays Classic Salted 26g,snacks,29
2025-06-28,LAYCLA0018,Lays Classic Salted 26g,snacks,25
2025-06-29,LAYCLA0018,Lays Classic Salted 26g,snacks,50
2025-06-30,LAYCLA0018,Lays Classic Salted 26g,snacks,9
2025-07-01,LAYCLA0018,Lays Classic Salted 26g,snacks,46
2025-07-02,LAYCLA0018,Lays Classic Salted 26g,snacks,3
2025-07-03,LAYCLA0018,Lays Classic Salted 26g,snacks,13
2025-07-04,LAYCLA0018,Lays Classic Salted 26g,snacks,37
2025-07-05,LAYCLA0018,Lays Classic Salted 26g,snacks,51
2025-07-06,LAYCLA0018,Lays Classic Salted 26g,snacks,50
2025-07-07,LAYCLA0018,Lays Classic Salted 26g,snacks,16
2025-07-08,LAYCLA0018,Lays Classic Salted 26g,snacks,23
2025-07-09,LAYCLA0018,Lays Classic Salted 26g,snacks,92
2025-07-10,LAYCLA0018,Lays Classic Salted 26g,snacks,32
2025-07-11,LAYCLA0018,Lays Classic Salted 26g,snacks,19
2025-07-12,LAYCLA0018,Lays Classic Salted 26g,snacks,56
2025-07-13,LAYCLA0018,Lays Classic Salted 26g,snacks,15
2025-07-14,LAYCLA0018,Lays Classic Salted 26g,snacks,32
2025-07-15,LAYCLA0018,Lays Classic Salted 26g,snacks,55
2025-07-16,LAYCLA0018,Lays Classic Salted 26g,snacks,7
2025-07-17,LAYCLA0018,Lays Classic Salted 26g,snacks,60
2025-07-18,LAYCLA0018,Lays Classic Salted 26g,snacks,30
2025-07-19,LAYCLA0018,Lays Classic Salted 26g,snacks,9
2025-07-20,LAYCLA0018,Lays Classic Salted 26g,snacks,84
2025-07-21,LAYCLA0018,Lays Classic Salted 26g,snacks,83
2025-07-22,LAYCLA0018,Lays Classic Salted 26g,snacks,29
2025-07-23,LAYCLA0018,Lays Classic Salted 26g,snacks,40
2025-07-24,LAYCLA0018,Lays Classic Salted 26g,snacks,27
2025-07-25,LAYCLA0018,Lays Classic Salted 26g,snacks,29
2025-07-26,LAYCLA0018,Lays Classic Salted 26g,snacks,32
2025-07-27,LAYCLA0018,Lays Classic Salted 26g,snacks,21
2025-07-28,LAYCLA0018,Lays Classic Salted 26g,snacks,32
2025-07-29,LAYCLA0018,Lays Classic Salted 26g,snacks,38
2025-07-30,LAYCLA0018,Lays Classic Salted 26g,snacks,47
2025-07-31,LAYCLA0018,Lays Classic Salted 26g,snacks,11
2025-08-01,LAYCLA0018,Lays Classic Salted 26g,snacks,49
2025-08-02,LAYCLA0018,Lays Classic Salted 26g,snacks,28
2025-08-03,LAYCLA0018,Lays Classic Salted 26g,snacks,77
2025-08-04,LAYCLA0018,Lays Classic Salted 26g,snacks,55
2025-08-05,LAYCLA0018,Lays Classic Salted 26g,snacks,29
2025-08-06,LAYCLA0018,Lays Classic Salted 26g,snacks,18
2025-08-07,LAYCLA0018,Lays Classic Salted 26g,snacks,20
2025-08-08,LAYCLA0018,Lays Classic Salted 26g,snacks,62
2025-08-09,LAYCLA0018,Lays Classic Salted 26g,snacks,47
2025-08-10,LAYCLA0018,Lays Classic Salted 26g,snacks,41
2025-08-11,LAYCLA0018,Lays Classic Salted 26g,snacks,25
2025-08-12,LAYCLA0018,Lays Classic Salted 26g,snacks,22
2025-08-13,LAYCLA0018,Lays Classic Salted 26g,snacks,26
2025-08-14,LAYCLA0018,Lays Classic Salted 26g,snacks,43
2025-08-15,LAYCLA0018,Lays Classic Salted 26g,snacks,47
2025-08-16,LAYCLA0018,Lays Classic Salted 26g,snacks,34
2025-08-17,LAYCLA0018,Lays Classic Salted 26g,snacks,22
2025-08-18,LAYCLA0018,Lays Classic Salted 26g,snacks,22
2025-08-19,LAYCLA0018,Lays Classic Salted 26g,snacks,24
2025-08-20,LAYCLA0018,Lays Classic Salted 26g,snacks,53
2025-08-21,LAYCLA0018,Lays Classic Salted 26g,snacks,31
2025-08-22,LAYCLA0018,Lays Classic Salted 26g,snacks,9
2025-08-23,LAYCLA0018,Lays Classic Salted 26g,snacks,11
2025-08-24,LAYCLA0018,Lays Classic Salted 26g,snacks,89
2025-08-25,LAYCLA0018,Lays Classic Salted 26g,snacks,67
2025-08-26,LAYCLA0018,Lays Classic Salted 26g,snacks,11
2025-08-27,LAYCLA0018,Lays Classic Salted 26g,snacks,38
2025-08-28,LAYCLA0018,Lays Classic Salted 26g,snacks,38
2025-08-29,LAYCLA0018,Lays Classic Salted 26g,snacks,40
2025-08-30,LAYCLA0018,Lays Classic Salted 26g,snacks,16
2025-08-31,LAYCLA0018,Lays Classic Salted 26g,snacks,45
2025-09-01,LAYCLA0018,Lays Classic Salted 26g,snacks,38
2025-09-02,LAYCLA0018,Lays Classic Salted 26g,snacks,58
2025-09-03,LAYCLA0018,Lays Classic Salted 26g,snacks,17
2025-09-04,LAYCLA0018,Lays Classic Salted 26g,snacks,41
2025-09-05,LAYCLA0018,Lays Classic Salted 26g,snacks,31
2025-09-06,LAYCLA0018,Lays Classic Salted 26g,snacks,23
2025-09-07,LAYCLA0018,Lays Classic Salted 26g,snacks,54
2025-09-08,LAYCLA0018,Lays Classic Salted 26g,snacks,89
2025-09-09,LAYCLA0018,Lays Classic Salted 26g,snacks,19
2025-09-10,LAYCLA0018,Lays Classic Salted 26g,snacks,29
2025-09-11,LAYCLA0018,Lays Classic Salted 26g,snacks,26
2025-09-12,LAYCLA0018,Lays Classic Salted 26g,snacks,39
2025-09-13,LAYCLA0018,Lays Classic Salted 26g,snacks,52
2025-09-14,LAYCLA0018,Lays Classic Salted 26g,snacks,92
2025-09-15,LAYCLA0018,Lays Classic Salted 26g,snacks,45
2025-09-16,LAYCLA0018,Lays Classic Salted 26g,snacks,21
2025-09-17,LAYCLA0018,Lays Classic Salted 26g,snacks,3
2025-09-18,LAYCLA0018,Lays Classic Salted 26g,snacks,90
2025-09-19,LAYCLA0018,Lays Classic Salted 26g,snacks,15
2025-09-20,LAYCLA0018,Lays Classic Salted 26g,snacks,20
2025-09-21,LAYCLA0018,Lays Classic Salted 26g,snacks,107
2025-09-22,LAYCLA0018,Lays Classic Salted 26g,snacks,25
2025-09-23,LAYCLA0018,Lays Classic Salted 26g,snacks,74
2025-09-24,LAYCLA0018,Lays Classic Salted 26g,snacks,25
2025-09-25,LAYCLA0018,Lays Classic Salted 26g,snacks,12
2025-09-26,LAYCLA0018,Lays Classic Salted 26g,snacks,19
2025-09-27,LAYCLA0018,Lays Classic Salted 26g,snacks,76
2025-09-28,LAYCLA0018,Lays Classic Salted 26g,snacks,21
2025-09-29,LAYCLA0018,Lays Classic Salted 26g,snacks,41
2025-09-30,LAYCLA0018,Lays Classic Salted 26g,snacks,9
2025-10-01,LAYCLA0018,Lays Classic Salted 26g,snacks,22
2025-10-02,LAYCLA0018,Lays Classic Salted 26g,snacks,75
2025-10-03,LAYCLA0018,Lays Classic Salted 26g,snacks,50
2025-10-04,LAYCLA0018,Lays Classic Salted 26g,snacks,39
2025-10-05,LAYCLA0018,Lays Classic Salted 26g,snacks,78
2025-10-06,LAYCLA0018,Lays Classic Salted 26g,snacks,71
2025-10-07,LAYCLA0018,Lays Classic Salted 26g,snacks,70
2025-10-08,LAYCLA0018,Lays Classic Salted 26g,snacks,87
2025-10-09,LAYCLA0018,Lays Classic Salted 26g,snacks,64
2025-10-10,LAYCLA0018,Lays Classic Salted 26g,snacks,28
2025-10-11,LAYCLA0018,Lays Classic Salted 26g,snacks,59
2025-10-12,LAYCLA0018,Lays Classic Salted 26g,snacks,102
2025-10-13,LAYCLA0018,Lays Classic Salted 26g,snacks,71
2025-10-14,LAYCLA0018,Lays Classic Salted 26g,snacks,80
2025-10-15,LAYCLA0018,Lays Classic Salted 26g,snacks,28
2025-10-16,LAYCLA0018,Lays Classic Salted 26g,snacks,36
2025-10-17,LAYCLA0018,Lays Classic Salted 26g,snacks,87
2025-10-18,LAYCLA0018,Lays Classic Salted 26g,snacks,143
2025-10-19,LAYCLA0018,Lays Classic Salted 26g,snacks,53
2025-10-20,LAYCLA0018,Lays Classic Salted 26g,snacks,11
2025-10-21,LAYCLA0018,Lays Classic Salted 26g,snacks,103
2025-10-22,LAYCLA0018,Lays Classic Salted 26g,snacks,78
2025-10-23,LAYCLA0018,Lays Classic Salted 26g,snacks,85
2025-10-24,LAYCLA0018,Lays Classic Salted 26g,snacks,45
2025-10-25,LAYCLA0018,Lays Classic Salted 26g,snacks,123
2025-10-26,LAYCLA0018,Lays Classic Salted 26g,snacks,34
2025-10-27,LAYCLA0018,Lays Classic Salted 26g,snacks,53
2025-10-28,LAYCLA0018,Lays Classic Salted 26g,snacks,56
2025-10-29,LAYCLA0018,Lays Classic Salted 26g,snacks,44
2025-10-30,LAYCLA0018,Lays Classic Salted 26g,snacks,175
2025-10-31,LAYCLA0018,Lays Classic Salted 26g,snacks,52
2025-11-01,LAYCLA0018,Lays Classic Salted 26g,snacks,100
2025-11-02,LAYCLA0018,Lays Classic Salted 26g,snacks,56
2025-11-03,LAYCLA0018,Lays Classic Salted 26g,snacks,35
2025-11-04,LAYCLA0018,Lays Classic Salted 26g,snacks,143
2025-11-05,LAYCLA0018,Lays Classic Salted 26g,snacks,98
2025-11-06,LAYCLA0018,Lays Classic Salted 26g,snacks,141
2025-11-07,LAYCLA0018,Lays Classic Salted 26g,snacks,70
2025-11-08,LAYCLA0018,Lays Classic Salted 26g,snacks,32
2025-11-09,LAYCLA0018,Lays Classic Salted 26g,snacks,16
2025-11-10,LAYCLA0018,Lays Classic Salted 26g,snacks,0
2025-11-11,LAYCLA0018,Lays Classic Salted 26g,snacks,33
2025-11-12,LAYCLA0018,Lays Classic Salted 26g,snacks,29
2025-11-13,LAYCLA0018,Lays Classic Salted 26g,snacks,40
2025-11-14,LAYCLA0018,Lays Classic Salted 26g,snacks,55
2025-11-15,LAYCLA0018,Lays Classic Salted 26g,snacks,27
2025-11-16,LAYCLA0018,Lays Classic Salted 26g,snacks,5
2025-11-17,LAYCLA0018,Lays Classic Salted 26g,snacks,40
2025-11-18,LAYCLA0018,Lays Classic Salted 26g,snacks,13
2025-11-19,LAYCLA0018,Lays Classic Salted 26g,snacks,23
2025-11-20,LAYCLA0018,Lays Classic Salted 26g,snacks,29
2025-11-21,LAYCLA0018,Lays Classic Salted 26g,snacks,34
2025-11-22,LAYCLA0018,Lays Classic Salted 26g,snacks,9
2025-11-23,LAYCLA0018,Lays Classic Salted 26g,snacks,30
2025-11-24,LAYCLA0018,Lays Classic Salted 26g,snacks,92
